Municipality,Cluster,Benefit_Type,Rate_2023,Rate_2024,Rate_2025,Cumulative_Change_Pct,Trend,Z_Score
צופים,,זקנה,967.479674796748,1007.142857142857,1000.0,3.361344537815124,→ יציבה,
צור הדסה,,זקנה,925.8720930232558,898.936170212766,868.0641183723798,-6.243624263705297,↓ יורדת,
צור יצחק,,זקנה,1007.4257425742575,963.2829373650108,954.0229885057471,-5.300912197463929,↓ יורדת,
צור משה,,זקנה,941.9087136929461,975.0,970.7112970711297,3.057895415921696,→ יציבה,
צפת,2.0,זקנה,933.774834437086,944.1599609851255,941.7104634495938,0.8498439580770739,→ יציבה,-0.12992965086625077
קדומים,5.0,זקנה,940.6392694063926,919.91341991342,925.8474576271186,-1.5725275629422344,→ יציבה,-1.697505081883636
קדימה-צורן,8.0,זקנה,963.3070134695773,929.3712316968131,917.979797979798,-4.705375841344977,→ יציבה,-0.5585819476290829
קיסריה,,זקנה,832.913518052057,869.4581280788177,893.4624697336561,7.269536436772632,↑ עולה,
קלנסווה,2.0,זקנה,1011.4006514657981,1004.601226993865,1008.5898353614888,-0.27791321868694313,→ יציבה,0.8758244626041123
קציר,,זקנה,1036.2903225806454,950.7042253521126,902.8213166144201,-12.879499408413952,↓ יורדת,
קצר א-סר,,זקנה,1176.4705882352941,1235.294117647059,1048.780487804878,-10.85365853658537,↓ יורדת,
קצרין,5.0,זקנה,963.5193133047211,949.9304589707928,948.769128409847,-1.5308655147018564,→ יציבה,-0.4805646379985938
קריית אונו,8.0,זקנה,948.7179487179487,943.4458570802279,940.4912280701755,-0.8671408250355617,→ יציבה,0.7216133974326563
קריית ארבע,3.0,זקנה,942.2835633626098,931.4079422382672,933.9622641509434,-0.8830992638745863,→ יציבה,-0.545794326506
קריית אתא,6.0,זקנה,965.9287601348273,961.3132209405502,960.9191400470015,-0.5186324597195429,→ יציבה,0.472757280144103
קריית ביאליק,7.0,זקנה,969.5703417979213,964.5181608230107,964.8251603558866,-0.4894107459223066,→ יציבה,1.2436329943236555
קריית גת,4.0,זקנה,978.0911315697472,964.5859016026001,956.9938716267068,-2.1569830522009967,→ יציבה,-0.6262021442372137
קריית טבעון,8.0,זקנה,946.3068181818181,951.2735326688814,944.0745672436751,-0.2358908226437526,→ יציבה,0.9253931711420369
קריית ים,5.0,זקנה,973.6634444663642,966.7375749371495,965.8046793596665,-0.807133630348516,→ יציבה,0.4238742718526334
קריית יערים,2.0,זקנה,851.4492753623189,843.1372549019608,816.3265306122449,-4.125054277029959,→ יציבה,-2.0154947004361414
קריית מוצקין,7.0,זקנה,970.2479338842975,954.492519931918,956.763925729443,-1.389748711019922,→ יציבה,0.6300363900181499
קריית מלאכי,3.0,זקנה,973.6666666666666,977.9270633397314,953.375719043294,-2.083972710377196,→ יציבה,-0.008002890052276248
קריית עקרון,6.0,זקנה,968.0473372781065,945.8071876782659,933.8478500551269,-3.5328321153322504,→ יציבה,-0.045415853155232375
קריית שמונה,5.0,זקנה,973.4633089629028,960.6963861777895,967.2006102212051,-0.6433420432013803,→ יציבה,0.49798600386275
קרני שומרון,6.0,זקנה,920.0,908.8345864661654,933.5106382978723,1.4685476410730798,→ יציבה,-0.05187044297693634
ראמה,4.0,זקנה,994.2363112391931,979.7235023041475,990.8759124087592,-0.3379879403364002,→ יציבה,1.1907747827059665
ראש העין,7.0,זקנה,955.0203134068486,940.6195049371026,934.4632768361581,-2.1525234889881286,→ יציבה,-1.0674210180371972
ראש פינה,7.0,זקנה,964.346349745331,960.5911330049262,955.4140127388536,-0.9262581860590221,→ יציבה,0.5272851285157892
ראשון לציון,7.0,זקנה,953.1601554510125,949.7801758593125,947.12522664795,-0.633149504681825,→ יציבה,-0.10363199955159733
רבבה,,זקנה,916.6666666666666,925.925925925926,964.2857142857143,,N/A,
רהט,1.0,זקנה,1050.5494505494505,1074.960127591706,1049.7512437810944,-0.07597993297113192,→ יציבה,0.15974147447058376
רומת הייב,,זקנה,830.5084745762712,885.2459016393442,914.7286821705426,10.140800506249008,↑ עולה,
רחובות,7.0,זקנה,952.0273652594694,950.3036769533815,954.0086259018904,0.2081096315840606,→ יציבה,0.4203113669448872
ריינה,2.0,זקנה,943.7086092715232,933.3333333333334,929.7374024130589,-1.4804577092127036,→ יציבה,-0.3099845025205162
רכסים,2.0,זקנה,970.2823179791976,951.6358463726885,942.3076923076923,-2.883142890799862,→ יציבה,-0.12094832577983966
רמלה,4.0,זקנה,982.6119826119826,977.387164698343,969.3985226873021,-1.3447281489033354,→ יציבה,0.03901648615361317
רמת גן,8.0,זקנה,948.8832054560955,948.8200938523345,944.9818822512549,-0.4111489361818158,→ יציבה,0.9769909792130924
רמת השרון,9.0,זקנה,934.1242585076491,936.1394821004849,937.1107708014293,0.3197125293107684,→ יציבה,1.0601124006337166
רמת ישי,8.0,זקנה,939.3479909021987,921.090387374462,928.7690179806362,-1.126203816266416,→ יציבה,0.05498676686250382
רעננה,8.0,זקנה,908.2258670339302,901.9715895175117,901.4463303848912,-0.7464593219723487,→ יציבה,-1.4988184482757623
שבלי - אום אל-גנם,3.0,זקנה,1052.2565320665083,1031.25,1033.6134453781513,-1.7717244911508587,→ יציבה,2.214742228870698
שגב-שלום,1.0,זקנה,1101.8181818181818,1083.892617449664,1043.75,-5.27021452145214,↓ יורדת,0.07581101477738007
שדרות,5.0,זקנה,1003.716320842366,983.7278106508876,970.6785814018431,-3.2915415196991247,→ יציבה,0.6826358853004564
שוהם,9.0,זקנה,913.5407136322049,891.858552631579,884.4277673545967,-3.186825266041641,→ יציבה,-1.3617950336989162
שייח' דנון,,זקנה,1058.4795321637428,1049.450549450549,1005.050505050505,-5.047714716223018,↓ יורדת,
שילה,,זקנה,925.4658385093168,1005.917159763314,977.5280898876404,5.6255184375235565,↑ עולה,
שלומי,6.0,זקנה,1009.1324200913243,974.9455337690632,983.8362068965517,-2.506728818848504,→ יציבה,0.9114141871118169
שמשית,,זקנה,977.0114942528736,833.3333333333334,945.9459459459459,-3.1796502384737724,→ יציבה,
שעב,2.0,זקנה,1018.2291666666667,1019.607843137255,1015.9817351598173,-0.22071961601795265,→ יציבה,0.9869862964551172
שער שומרון,,זקנה,19166.666666666668,909.6774193548387,942.5149700598803,-95.08253059099192,↓ יורדת,
שפרעם,3.0,זקנה,977.0453207769276,963.1476863397063,960.3092783505155,-1.712923860390015,→ יציבה,0.18407053738474102
תל אביב -יפו,8.0,זקנה,925.4843911078217,925.3819113207794,921.75364272418,-0.4031130529576913,→ יציבה,-0.34396837330939956
תל מונד,8.0,זקנה,937.1196754563894,938.8020833333334,923.8514789175582,-1.4158486782778694,→ יציבה,-0.22466719525529003
תל ציון,,זקנה,,1000.0,980.952380952381,,N/A,
תל שבע,1.0,זקנה,1206.060606060606,1172.022684310019,1147.3684210526317,-4.866437450409932,→ יציבה,1.5249675611300582
תפרח,,זקנה,940.2985074626866,870.7482993197278,913.907284768212,-2.8066855881425434,→ יציבה,
תקוע,,זקנה,894.9771689497717,877.1186440677966,944.6808510638298,5.553625705601389,↑ עולה,
אבו גוש,3.0,סיעוד,440.0,456.7901234567901,455.44554455445547,3.5103510351035148,→ יציבה,-0.23688148592089445
אבו סנאן,3.0,סיעוד,341.2844036697248,328.1653746770025,338.2473382473383,-0.8898928253766867,→ יציבה,-1.0682734731418868
אבו תלול,,סיעוד,459.4594594594595,512.8205128205128,568.1818181818182,,N/A,
אבטין,,סיעוד,370.3703703703703,377.9069767441861,347.59358288770056,-6.149732620320837,↓ יורדת,
אבן יהודה,8.0,סיעוד,172.95004712535345,193.9338235294118,199.28025191183085,15.224167454197557,↑ עולה,0.38687647114054996
אבן שמואל,,סיעוד,256.5789473684211,250.0,253.08641975308643,-1.3611902500791517,→ יציבה,
אום אל-פחם,2.0,סיעוד,712.3966942148761,711.4967462039045,706.2793427230048,-0.8587001514111711,→ יציבה,1.1688159194324357
אום בטין,,סיעוד,454.5454545454545,485.7142857142857,511.1111111111111,,N/A,
אופקים,3.0,סיעוד,402.8735632183908,406.1196105702364,397.2676131797482,-1.3914911650839024,→ יציבה,-0.6495897303736687
אור יהודה,6.0,סיעוד,328.33154698106466,342.5008541168432,356.3049853372434,8.519875294770872,↑ עולה,0.8616631371609067
אור עקיבא,5.0,סיעוד,354.2538354253835,355.2769070010449,353.67372353673727,-0.16375599376352218,→ יציבה,0.16075518087132137
אורנית,8.0,סיעוד,119.88011988011989,147.0037453183521,141.96428571428572,18.421874999999996,↑ עולה,-1.0421706882090853
אזור,7.0,סיעוד,265.0300601202405,271.5328467153284,277.77777777777777,4.809913883637891,→ יציבה,0.24650938780001963
אחוזת ברק,,סיעוד,116.02209944751381,147.3684210526316,157.63546798029557,,N/A,
אחיעזר,,סיעוד,,322.7513227513227,287.1287128712871,,N/A,
אילת,6.0,סיעוד,202.49349225921358,224.4167550371156,230.31147125854648,13.737715068750392,↑ עולה,-0.6108098985856751
אכסאל,3.0,סיעוד,513.1128848346636,601.5037593984962,646.5781409601634,26.01089547156962,↑ עולה,1.1189934387519025
אל סייד,,סיעוד,,,517.2413793103449,,N/A,
אלון שבות,,סיעוד,145.8966565349544,150.4424778761062,152.54237288135593,4.555084745762724,→ יציבה,
אליכין,6.0,סיעוד,318.37606837606836,306.5843621399177,307.53968253968253,-3.4036433365292407,→ יציבה,0.29174813816679035
אלעד,2.0,סיעוד,233.87872954764197,252.6978417266187,267.82752902155886,14.51555664748957,↑ עולה,-1.5487172628450787
אלעזר,,סיעוד,125.87412587412588,133.3333333333333,137.25490196078434,,N/A,
אלפי מנשה,8.0,סיעוד,91.46968139773895,110.0292112950341,127.9847182425979,39.920371741626695,↑ עולה,-1.3907203596129967
אלקנה,7.0,סיעוד,104.57516339869281,111.2903225806452,114.83253588516747,9.808612440191398,↑ עולה,-2.182729571894912
אעבלין,3.0,סיעוד,503.7513397642015,551.8630412890232,568.9819219790676,12.94896451201491,↑ עולה,0.5685338649042195
אפרת,6.0,סיעוד,112.21719457013575,125.5195344970906,126.59235668789809,12.810124306554346,↑ עולה,-1.822964354420579
אריאל,6.0,סיעוד,239.10874625872964,241.85303514377,241.72082946456206,1.0924247844141983,→ יציבה,-0.4774699212354244
אשדוד,5.0,סיעוד,348.32765980439837,356.7254554588964,356.36146827042717,2.306394063147367,→ יציבה,0.19098901853099698
אשקלון,5.0,סיעוד,423.0947596228165,433.2203894701567,433.97105187732876,2.5706516110500424,→ יציבה,1.0640018170287016
באקה אל-גרביה,3.0,סיעוד,600.932994062765,603.1617349006891,591.8212798182506,-1.5162612694823663,→ יציבה,0.7305539136668308
באר גנים,,סיעוד,140.74074074074076,126.6666666666667,118.75,,N/A,
באר יעקב,7.0,סיעוד,223.81342062193127,238.7724550898204,252.75482093663908,12.93103882434111,↑ עולה,-0.1265407297684374
באר שבע,5.0,סיעוד,346.75342655406337,364.2330223475808,368.7053216838761,6.33069306566467,↑ עולה,0.32984225690557034
בועיינה-נוג'ידאת,2.0,סיעוד,562.0,578.1544256120528,582.010582010582,3.560601781242344,→ יציבה,0.39859563477769877
בוקעאתא,2.0,סיעוד,454.2056074766355,491.1971830985916,474.025974025974,4.363743252632133,→ יציבה,-0.2706951429158817
ביר אל-מכסור,2.0,סיעוד,511.2179487179487,575.8928571428571,599.7171145685996,17.31143557705524,↑ עולה,0.5083410806073633
ביר הדאג',,סיעוד,400.0,396.2264150943396,508.47457627118644,,N/A,
בית אל,3.0,סיעוד,147.57709251101323,146.0905349794239,147.63779527559055,0.0411329180867175,→ יציבה,-2.420437910704127
בית אריה-עופרים,7.0,סיעוד,120.53571428571429,151.2605042016807,150.4950495049505,24.855152181884844,↑ עולה,-1.6510615926425714
בית ג'ן,3.0,סיעוד,488.30409356725147,546.9462169553327,547.7430555555555,12.172529940119755,↑ עולה,0.41786753716288316
בית דגן,7.0,סיעוד,247.25274725274727,264.7058823529412,279.4268167860798,13.01262367792561,↑ עולה,0.27109378043705135
בית חשמונאי,,סיעוד,155.84415584415584,200.0,212.64367816091954,,N/A,
בית יצחק-שער חפר,,סיעוד,117.50599520383693,114.0142517814727,100.23866348448688,-14.694851687691779,↓ יורדת,
בית שאן,5.0,סיעוד,296.36860601327606,308.4077380952381,311.2464183381089,5.020036543332932,↑ עולה,-0.3165000590456844
בית שמש,2.0,סיעוד,308.53325235347705,320.7682384979217,306.4210241127066,-0.6846031099268742,→ יציבה,-1.3095140020697145
ביתר עילית,1.0,סיעוד,259.33400605449043,272.3915050784857,290.9245122985581,12.181397543918706,↑ עולה,-1.7481158318135446
בני ברק,2.0,סיעוד,252.4025974025974,266.4186762442278,279.21178544447247,10.621597526238132,↑ עולה,-1.4781574119833611
"בני עי""ש",5.0,סיעוד,441.6315049226441,442.1720733427362,437.0677731673582,-1.033380024843403,→ יציבה,1.0988361402389555
בנימינה-גבעת עדה,8.0,סיעוד,203.82165605095543,218.2709993868792,213.7359384251036,4.864194789816446,→ יציבה,0.7472971203718989
"בסמ""ה",2.0,סיעוד,679.6296296296296,662.6916524701874,657.5999999999999,-3.2414168937329735,→ יציבה,0.8671003716634769
בסמת טבעון,2.0,סיעוד,327.3809523809524,354.3599257884972,339.62264150943395,3.7392795883361787,→ יציבה,-1.1037297079663568
בענה,2.0,סיעוד,656.9920844327178,652.2781774580336,637.9690949227373,-2.895467078025136,→ יציבה,0.7454276261564253
ברכה,,סיעוד,232.8767123287671,298.7012987012987,277.10843373493975,,N/A,
ברקן,,סיעוד,206.27802690582962,199.1525423728814,200.0,-3.043478260869576,→ יציבה,
ברקת,,סיעוד,313.86861313868616,333.3333333333333,309.6774193548387,-1.3353338334583698,→ יציבה,
בת חפר,,סיעוד,160.0,173.9130434782609,176.1904761904762,10.119047619047628,↑ עולה,
בת ים,5.0,סיעוד,335.06717299039474,357.9248886059834,362.72994036538034,8.25588705933261,↑ עולה,0.26262653270618186
ג'דיידה-מכר,,סיעוד,395.7100591715976,387.0748299319728,375.9493670886076,-4.9937300366733695,→ יציבה,
ג'ולס,4.0,סיעוד,311.787072243346,321.6168717047452,331.0924369747899,6.191842590694808,↑ עולה,-0.7740187860352622
ג'לג'וליה,2.0,סיעוד,505.1369863013698,518.75,512.7055306427503,1.4983152187682107,→ יציבה,-0.030958471069324322
ג'סר א-זרקא,2.0,סיעוד,456.01436265709157,490.1315789473684,471.5821812596006,3.4138877801565055,→ יציבה,-0.2858418197585771
ג'ש (גוש חלב),6.0,סיעוד,437.14285714285717,447.2222222222222,451.61290322580646,3.3101412608053944,→ יציבה,1.9755168161399812
ג'ת,4.0,סיעוד,569.0021231422505,552.3809523809524,531.5161839863714,-6.588013933738458,↓ יורדת,1.2758769054154506
גבע בנימין,,סיעוד,251.8248175182482,243.2432432432433,270.18633540372673,7.291385363219005,↑ עולה,
גבעת אבני,,סיעוד,151.40845070422534,169.3811074918567,192.7710843373494,27.31857663210985,↑ עולה,
גבעת ברנר,,סיעוד,269.6629213483146,285.7142857142857,257.0621468926554,-4.672787193973632,→ יציבה,
גבעת זאב,5.0,סיעוד,184.69814704124326,210.34282393957,220.7282913165266,19.507582968462465,↑ עולה,-1.3347181670842765
גבעת שמואל,8.0,סיעוד,200.21792427131572,215.3685311029796,222.70297785696104,11.230290028966525,↑ עולה,0.9708704643805512
גבעתיים,8.0,סיעוד,223.46088179170434,232.5393621316108,239.30589184826474,7.0907310172212075,↑ עולה,1.3848274932898026
גדרה,7.0,סיעוד,296.83462532299745,302.6477832512315,301.3983933353169,1.5374783205811697,→ יציבה,0.5986529600693273
גן יבנה,7.0,סיעוד,239.35185185185185,237.5643224699828,235.3413654618474,-1.675561044953501,→ יציבה,-0.3861460055711876
גן נר,,סיעוד,150.0,165.5629139072848,172.8395061728395,15.226337448559663,↑ עולה,
